date     close_norm     open_norm     high_norm     low_norm     close_change     volume
2024-01-03     -0.0035121951219512226     0.008731707317073178     0.011853658536585376     -0.005707317073170737     -0.0035121951219512226     221680.0
2024-01-04     9.757049468239742e-05     -0.00024392623670599356     0.004049175529319715     -0.0031710410771783604     9.757049468239742e-05     130259.99999999999
2024-01-05     0.008015736415047936     0.008802557167445269     0.018490287681337536     -0.0013277600196704986     0.008015736415047936     214680.0
2024-01-08     0.00024594195769789273     0.009640924741760815     0.009985243482538264     -0.005066404328578411     0.00024594195769789273     220990.0
2024-01-09     0.0025643554591183726     0.0033040733800178135     0.010257421836473046     0.002021895650458738     0.0025643554591183726     218750.0
2024-01-10     0.004259112519809705     0.008320126782884296     0.013371632329635563     0.003318145800317085     0.004259112519809705     205010.0
2024-01-11     -0.015792552154415995     -0.010820822772470207     0.0021934100214466845     -0.01671865860791577     -0.015792552154415995     301340.0
2024-01-12     0.010540833415426887     0.001477686927396249     0.018274061668801078     0.0014284306964831295     0.010540833415426887     272350.0
2024-01-15     0.0                       0.011427445571864814     0.016057531277706705     -0.001280662003743549     0.0     285250.0
2024-01-16     0.011811612260154591     0.023374034388238263     0.02805880887116885     0.01051582357338643     0.011811612260154591     285250.0
2024-01-17     -0.007469331222793807     0.004996042738425022     0.007172536604669544     -0.008409180846853936     -0.007469331222793807     254290.0
2024-01-18     -0.0037944118661608073     -0.009954171389149002     -0.0018232888188045582     -0.010644064455723634     -0.0037944118661608073     171930.0
2024-01-19     0.0035110275937098034     0.002571456829195906     0.009741865295223029     0.0     0.0035110275937098034     172810.0
2024-01-22     -0.0017770757231710954     0.0029617928719518627     0.004097146806200103     -0.004146510020732519     -0.0017770757231710954     152760.0
2024-01-23     0.004861111111110983     0.0035714285714285587     0.011557539682539586     0.0023809523809523725     0.004861111111110983     156700.0
2024-01-24     -0.000892060660124816     0.006393101397561773     0.00996134403806126     -0.003023094459312037     -0.000892060660124816     234460.0
2024-01-25     0.00024785604520904947     -0.0012392802260446922     0.004114410350468445     -0.006592970802557829     0.00024785604520904947     196670.0
2024-01-26     -0.003999210032586187     -0.0021724103880715884     0.0013330700108620253     -0.004838550409795639     -0.003999210032586187     119590.0
2024-01-29     -0.007691930821615678     -0.008181862721081679     -0.001910734407917225     -0.010925481358091238     -0.007691930821615678     150710.0
2024-01-30     -0.007922620783513246     -0.0076309905706231085     -4.8605035481652514e-05     -0.009623797025371972     -0.007922620783513246     1120.0
2024-01-31     -0.0018435862604306852     -0.007956530176596144     0.0014069474092761602     -0.010818940423054424     -0.0018435862604306852     1430.0
2024-02-01     0.008464210577816766     0.0018591907627574233     0.014188561084201856     -0.0034248250892900955     0.008464210577816766     1350.0
2024-02-02     0.005410989227212282     0.014462098480003904     0.015544296325446405     0.0007870529785036773     0.005410989227212282     3020.0
2024-02-05     -0.004212588782757765     0.0029879990203280915     0.003183933382316928     -0.010041636051922653     -0.004212588782757765     1000.0
2024-02-06     -0.00014692918013514689     -0.004897639337839155     0.0017141737682437874     -0.006122049172298971     -0.00014692918013514689     630.0
2024-02-07     0.001815416319120855     0.00201167754280962     0.006329424463961564     -0.000539718365143993     0.001815416319120855     510.0
2024-02-08     0.004583990536277671     0.006062697160883257     0.007245662460567903     -0.00207018927444802     0.004583990536277671     670.0
2024-02-09     0.0026687753286547267     0.00785806068992767     0.009044183058218858     0.0006424829494908746     0.0026687753286547267     530.0
2024-02-12     0.012864794513690825     0.016569054412574502     0.016719227111177792     0.009060419482404658     0.012864794513690825     1220.0
2024-02-13     0.0015039855617386966     0.01458865994886449     0.02045420363964512     -0.0006517270767534278     0.0015039855617386966     1470.0
2024-02-14     -0.005285992120879657     -0.0051862564204856465     -0.003291278113000451     -0.009026080885652932     -0.005285992120879657     1630.0
2024-02-15     -0.004517474185861903     -0.009581016679904741     -0.0019857029388403724     -0.010772438443208965     -0.004517474185861903     1070.0
2024-02-16     -0.012452201196195611     -0.016325129914697478     -0.010981468771448122     -0.020786351603098274     -0.012452201196195611     800.0
2024-02-19     0.004827586206896495     -0.0011330049261083497     0.0062561576354680515     -0.0030049261083743284     0.004827586206896495     202430.0
2024-02-20     0.002716720177821763     -0.0033588540380340426     0.003754013336626283     -0.004445542109162703     0.002716720177821763     1110.0
2024-02-21     0.001830958036421304     0.0022763262074425583     0.006037212984956408     0.00039588281868563335     0.001830958036421304     1090.0
2024-02-22     -0.009120329508679137     -0.006276355790919008     -0.0021574973031284195     -0.00965970383446113     -0.009120329508679137     1660.0
2024-02-23     0.005076142131979822     -0.002464146666009581     0.00611108373170377     -0.0066531959982257804     0.005076142131979822     710.0
2024-02-26     -0.0026051907196226187     -0.00034408179315770226     0.0009339362957136998     -0.004620526936689018     -0.0026051907196226187     1140.0
2024-02-27     -0.004063249620600118     -0.005727713320605066     -0.0023008762911832514     -0.0068536740588437395     -0.004063249620600118     960.0
2024-02-28     -0.005840268652357872     -0.007300335815447423     -0.003552830096851034     -0.010366476857935347     -0.005840268652357872     137080.0
2024-02-29     -0.01956386887436179     -0.02476499498974083     -0.01732118146681283     -0.02848690175120472     -0.01956386887436179     227070.0
2024-03-01     -0.014391195974227666     -0.03456708836946809     -0.01373277524338068     -0.03729483139726297     -0.014391195974227666     330590.0
2024-03-04     -0.0072832531864232     -0.023483822774172602     -0.006302815257481664     -0.02511788598907516     -0.0072832531864232     328250.0
2024-03-05     -0.007552590121397307     -0.016170883143360015     -0.0035677879714576255     -0.0183949587619312     -0.007552590121397307     283150.0
2024-03-06     -0.00323295769443932     -0.013301311657121673     -0.002078329946425317     -0.015379641603546879     -0.00323295769443932     319760.0
2024-03-07     -0.009288492335850052     -0.01317776252573788     -0.0060855639441775855     -0.01546556851978964     -0.009288492335850052     267800.0
2024-03-08     -0.0014164305949008194     -0.010052088092844746     0.006579548569862093     -0.012519418806543059     -0.0014164305949008194     389680.0
2024-03-11     0.010387332071464916     0.009925672868288604     0.013572780573380738     0.006832556207008178     0.010387332071464916     242420.0
2024-03-12     -0.006740645634629616     0.0038059427732941575     0.004585473220836356     -0.011280264123257666     -0.006740645634629616     316250.0
2024-03-13     0.006136101499423452     -0.0017993079584776028     0.008350634371395493     -0.002860438292964118     0.006136101499423452     232270.0
2024-03-14     0.002775850104094424     0.00832755031228305     0.009160305343511643     -0.002081887578070818     0.002775850104094424     207230.0
