date,close_norm,open_norm,high_norm,low_norm,close_change,volume
2024-01-02,0.04920149126554474,0.03144077075177254,0.07118528530841983,0.03104624370565956,0.04920149126554474,97840.0
2024-01-03,-0.029913716964467763,0.01781597481712982,0.030248884661548514,-0.07402450347623246,-0.029913716964467763,117650.0
2024-01-04,2.2646517305879854e-06,-0.02991152005688813,0.01330709356861548,-0.034515557025062815,2.2646517305879854e-06,68050.0
2024-01-05,0.004298590562660465,0.004437328141666974,0.007828438474432486,-0.030451761398656796,0.004298590562660465,68070.0
2024-01-06,0.0009242543930538805,0.005219988480967386,0.006280832193191754,-0.011457567389755452,0.0009242543930538805,24260.0
2024-01-07,-0.06462431487451603,-0.06364054494891636,-0.05282972262798591,-0.07099965504171435,-0.06462431487451603,29530.0
2024-01-08,0.018062390253419602,-0.04757961369203756,0.023145960241930164,-0.06239025341975768,0.018062390253419602,103090.0
2024-01-09,-0.010729305393819,0.007074950728404472,0.02682433577171417,-0.027780815924751234,-0.010729305393819,100090.0
2024-01-10,0.006064960451538592,-0.005096206540922799,0.028180166651563754,-0.04195632192835963,0.006064960451538592,131480.0
2024-01-11,0.08199430851225253,0.08855656120216926,0.14211911037237446,0.06573691693182582,0.08199430851225253,131039.99999999999
2024-01-12,-0.00035938232912424706,0.08160312522607227,0.08522261868368042,-0.023182493879999044,-0.00035938232912424706,136920.0
2024-01-13,0.026474329338548985,0.02612459607005202,0.035991386021688276,0.01670096128740184,0.026474329338548985,48180.0
2024-01-14,-0.017986059980193203,0.008012100482937434,0.013142573516785383,-0.018138962661165325,-0.017986059980193203,37140.0
2024-01-15,-0.014713005991354944,-0.032399670881088416,0.004714280747702526,-0.03305790870426817,-0.014713005991354944,52080.0
2024-01-16,0.008810181277429496,-0.00592723183075472,0.018588360179289998,-0.015796598914626814,0.008810181277429496,63930.0
2024-01-17,0.03574481688046549,0.04471492539843602,0.046003288716891966,0.022258171541216898,0.03574481688046549,50440.0
2024-01-18,-0.008531021897810298,0.026783999231655864,0.030253553592009208,-0.023179984633115658,-0.008531021897810298,70350.0
2024-01-19,-0.0011368160516508352,-0.009631757939724706,0.011253039903682316,-0.03333701079735418,-0.0011368160516508352,72640.0
2024-01-20,0.0026982050443449257,0.001548702360568699,0.00660843802304778,-0.0032152407703109898,0.0026982050443449257,22270.0
2024-01-21,0.051238231992799976,0.0540746882931713,0.05869088188004978,0.04924866772507097,0.051238231992799976,16110.0
2024-01-22,-0.00833316620204172,0.042440484547040525,0.045027676941898465,-0.01053929925192032,-0.00833316620204172,85100.0
2024-01-23,-0.0049194232400338045,-0.01324651998203863,0.0018310632140896566,-0.03839495085566025,-0.0049194232400338045,82670.0
2024-01-24,0.0037635499064747613,-0.0011117871979204885,0.015011631197149322,-0.010659635363847286,0.0037635499064747613,58640.0
2024-01-25,-0.0448586865273265,-0.04128548980777935,-0.036485352045978026,-0.05417195829835475,-0.0448586865273265,46300.0
2024-01-26,-0.007350270293369765,-0.05172966389607059,0.0022292970947914714,-0.054360186985558334,-0.007350270293369765,69470.0
2024-01-27,0.002146050386979237,-0.00521523553021952,0.0038329126091167787,-0.014696400488214523,0.002146050386979237,20460.0
